ResponseID,qid,question,subq_id,subq_label,response,subjCode,no_content
R_1jjIkCmmHGItkRM,,,diff.1.13.,Geometry-Rightangle-1 (13),More severe angle,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.13.,Geometry-Rightangle-1 (13),not right triangle,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.13.,Geometry-Rightangle-1 (13),No right angle,gvi_engDescr_132,0
R_2UarAhVCOxCkwd1,,,diff.2.13.,Geometry-Rightangle-1 (13),different degrees of angle,oddOneOut_101,0
R_2fBaNefS4WQ4aSv,,,diff.2.13.,Geometry-Rightangle-1 (13),the angle is too large,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.13.,Geometry-Rightangle-1 (13),angle is obtuse,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.13.,Geometry-Rightangle-1 (13),different type of triangle,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.13.,Geometry-Rightangle-1 (13),Different angle size,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.13.,Geometry-Rightangle-1 (13),not a right triangle,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.13.,Geometry-Rightangle-1 (13),Angle,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.13.,Geometry-Rightangle-1 (13),2 really acute angles,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.13.,Geometry-Rightangle-1 (13),No right angel,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.13.,Geometry-Rightangle-1 (13),an obtuse triangle,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.13.,Geometry-Rightangle-1 (13),narrowest,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.13.,Geometry-Rightangle-1 (13),contains two acute angles unlike others,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.13.,Geometry-Rightangle-1 (13),Longer and skinnier triangle,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.13.,Geometry-Rightangle-1 (13),without 90 angle,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.13.,Geometry-Rightangle-1 (13),This shape seems flatter than the rest.,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.13.,Geometry-Rightangle-1 (13),Obtuse angle,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.13.,Geometry-Rightangle-1 (13),triangle is thin,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.13.,Geometry-Rightangle-1 (13),angle,gvi_engDescr_131,0
R_31zu4hqhDXdgp8O,,,diff.1.14.,Geometry-Rightangle-2 (14),the lines dont form four 90 degree angles,gvi_engDescr_110,0
R_2AMXEuLmrSSErpc,,,diff.1.14.,Geometry-Rightangle-2 (14),Lines don't cross at right angles,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.14.,Geometry-Rightangle-2 (14),uneven angles,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.14.,Geometry-Rightangle-2 (14),Not perpendicular,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.14.,Geometry-Rightangle-2 (14),angle of lines,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.14.,Geometry-Rightangle-2 (14),No right angle created,gvi_engDescr_132,0
R_2rOXJVSY5q9PQs5,,,diff.2.14.,Geometry-Rightangle-2 (14),Different angle of lines,gvi_engDescr_107,0
R_2fBaNefS4WQ4aSv,,,diff.2.14.,Geometry-Rightangle-2 (14),angle is different,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.14.,Geometry-Rightangle-2 (14),lines are not perpendicular,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.14.,Geometry-Rightangle-2 (14),the spacing in between the crosses is smaller,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.14.,Geometry-Rightangle-2 (14),Not perpendicular,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.14.,Geometry-Rightangle-2 (14),lines not perpendicular,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.14.,Geometry-Rightangle-2 (14),angle,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.14.,Geometry-Rightangle-2 (14),no 90 degree angles,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.14.,Geometry-Rightangle-2 (14),Intersection does not from right angels,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.14.,Geometry-Rightangle-2 (14),not right angle,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.14.,Geometry-Rightangle-2 (14),narrowest intersection,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.14.,Geometry-Rightangle-2 (14),does not contain right angles,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.14.,Geometry-Rightangle-2 (14),Looks to be laying flat on a plane. Look more like an x,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.14.,Geometry-Rightangle-2 (14),without a 90 angle,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.14.,Geometry-Rightangle-2 (14),Cross is flattened,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.14.,Geometry-Rightangle-2 (14),Smaller angles formed,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.14.,Geometry-Rightangle-2 (14),not perpandicular,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.14.,Geometry-Rightangle-2 (14),ancle,gvi_engDescr_131,0
R_31zu4hqhDXdgp8O,,,diff.1.15.,Geometry-Rightangle-3 (15),the line jutting out from the longer line doesn't form two 90 degree angles,gvi_engDescr_110,0
R_2AMXEuLmrSSErpc,,,diff.1.15.,Geometry-Rightangle-3 (15),Center line does not bisect longer line at a right angle,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.15.,Geometry-Rightangle-3 (15),not perpendicular,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.15.,Geometry-Rightangle-3 (15),"Not perpendicular, ""y"" instead of ""t""",gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.15.,Geometry-Rightangle-3 (15),different angle of small line,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.15.,Geometry-Rightangle-3 (15),No right angle created,gvi_engDescr_132,0
R_1db5XLzFlF1OpoV,,,diff.2.15.,Geometry-Rightangle-3 (15),tilted not perpendicular,oddOneOut_102,0
R_2fBaNefS4WQ4aSv,,,diff.2.15.,Geometry-Rightangle-3 (15),not perpendicular,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.15.,Geometry-Rightangle-3 (15),lines not perpendicular,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.15.,Geometry-Rightangle-3 (15),line sticking out is diagonal,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.15.,Geometry-Rightangle-3 (15),Different angles formed,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.15.,Geometry-Rightangle-3 (15),not perpendicular,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.15.,Geometry-Rightangle-3 (15),Tilted,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.15.,Geometry-Rightangle-3 (15),not 90 degree angle,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.15.,Geometry-Rightangle-3 (15),two lines dont form a right angel,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.15.,Geometry-Rightangle-3 (15),not right angle,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.15.,Geometry-Rightangle-3 (15),tilted,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.15.,Geometry-Rightangle-3 (15),does not contain right angles,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.15.,Geometry-Rightangle-3 (15),Flat plane. Like a road intersection. Clean angles,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.15.,Geometry-Rightangle-3 (15),without 90 angle,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.15.,Geometry-Rightangle-3 (15),Does not make T shape,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.15.,Geometry-Rightangle-3 (15),the smaller line is not at a 90 degree angle,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.15.,Geometry-Rightangle-3 (15),not perpandicular,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.15.,Geometry-Rightangle-3 (15),angle,gvi_engDescr_131,0
R_3oGjriM8RtbiaLX,,,diff.1.16.,Geometry-Distance (16),The dot is too far from the line,gvi_engDescr_106,0
R_2AMXEuLmrSSErpc,,,diff.1.16.,Geometry-Distance (16),Dot is far away from line,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.16.,Geometry-Distance (16),dot father away,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.16.,Geometry-Distance (16),Dot further from line,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.16.,Geometry-Distance (16),Further location of dot,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.16.,Geometry-Distance (16),dot distance from line,gvi_engDescr_132,0
R_2UarAhVCOxCkwd1,,,diff.2.16.,Geometry-Distance (16),the distance between the ball and the line,oddOneOut_101,0
R_2fBaNefS4WQ4aSv,,,diff.2.16.,Geometry-Distance (16),the distance between the dot and the line,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.16.,Geometry-Distance (16),dot further away from line,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.16.,Geometry-Distance (16),dot is to far away from line,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.16.,Geometry-Distance (16),Dot further from the line,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.16.,Geometry-Distance (16),dot farthest from line,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.16.,Geometry-Distance (16),dot position,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.16.,Geometry-Distance (16),dot further away from figure,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.16.,Geometry-Distance (16),Dot too far away from line,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.16.,Geometry-Distance (16),the distance between the dot and the line is bigger,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.16.,Geometry-Distance (16),dot furthest away from the line,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.16.,Geometry-Distance (16),dot is farther from line,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.16.,Geometry-Distance (16),Black dot is much farther away from the line,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.16.,Geometry-Distance (16),dot too far away from the line,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.16.,Geometry-Distance (16),Dot further from line,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.16.,Geometry-Distance (16),Dot is far from line,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.16.,Geometry-Distance (16),"dot is far from line, others not",gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.16.,Geometry-Distance (16),distance,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.18.,Geometry-Circle-2- (18),White dot not in center of circle,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.18.,Geometry-Circle-2- (18),dot not in center,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.18.,Geometry-Circle-2- (18),Dot not in center of circle,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.18.,Geometry-Circle-2- (18),White dot not centered,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.18.,Geometry-Circle-2- (18),Dot not in center,gvi_engDescr_132,0
R_2rOXJVSY5q9PQs5,,,diff.2.18.,Geometry-Circle-2- (18),Placement of white dot,gvi_engDescr_107,0
R_2fBaNefS4WQ4aSv,,,diff.2.18.,Geometry-Circle-2- (18),dot is not in the centre,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.18.,Geometry-Circle-2- (18),dot not in center of circle,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.18.,Geometry-Circle-2- (18),larger in size,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.18.,Geometry-Circle-2- (18),Dot not centered,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.18.,Geometry-Circle-2- (18),white dot not centered,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.18.,Geometry-Circle-2- (18),dot position,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.18.,Geometry-Circle-2- (18),dot not centered,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.18.,Geometry-Circle-2- (18),Dot not on the center,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.18.,Geometry-Circle-2- (18),the white dot not in the center of the circle,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.18.,Geometry-Circle-2- (18),dot not in the center,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.18.,Geometry-Circle-2- (18),dot not in center of circle,gvi_engDescr_133,0
R_WeqC6wn9PQHTx0l,,,diff.4.18.,Geometry-Circle-2- (18),dot not in the center of the circle,gvi_engDescr_109,0
R_2zOzGSlpICiYQ9A,,,diff.4.18.,Geometry-Circle-2- (18),Black circle is much bigger and white dot is off centered,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.18.,Geometry-Circle-2- (18),the dot isn't in the center,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.18.,Geometry-Circle-2- (18),Dot is not centered,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.18.,Geometry-Circle-2- (18),The white dot is not in the center,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.18.,Geometry-Circle-2- (18),"dot not in center, others are",gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.18.,Geometry-Circle-2- (18),position of spot,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.19.,Geometry-Midpoint (19),Dot doesn't bisect line,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.19.,Geometry-Midpoint (19),dot not in middle of line,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.19.,Geometry-Midpoint (19),Circle not in center of line,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.19.,Geometry-Midpoint (19),Dot not centered,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.19.,Geometry-Midpoint (19),Dot not in middle,gvi_engDescr_132,0
R_3MJxPPOUIgrHn17,,,diff.2.19.,Geometry-Midpoint (19),line - next one's slightly to the right middle,,0
R_2fBaNefS4WQ4aSv,,,diff.2.19.,Geometry-Midpoint (19),dot is not in the centre,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.19.,Geometry-Midpoint (19),dot does not mark center of line,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.19.,Geometry-Midpoint (19),dot is too far down,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.19.,Geometry-Midpoint (19),Dot not centered,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.19.,Geometry-Midpoint (19),dot not in center,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.19.,Geometry-Midpoint (19),Position of dot,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.19.,Geometry-Midpoint (19),dot not centered,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.19.,Geometry-Midpoint (19),dot not on the middle of the line,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.19.,Geometry-Midpoint (19),the dot is not the middle point,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.19.,Geometry-Midpoint (19),dot on the left side,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.19.,Geometry-Midpoint (19),circle not in center of line,gvi_engDescr_133,0
R_3KPgyAQrwQ97nP3,,,diff.4.19.,Geometry-Midpoint (19),circle not in middle of line,gvi_engDescr_108,0
R_2zOzGSlpICiYQ9A,,,diff.4.19.,Geometry-Midpoint (19),Black dot is more towards one end,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.19.,Geometry-Midpoint (19),dot away from the line center,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.19.,Geometry-Midpoint (19),Dot is not in center,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.19.,Geometry-Midpoint (19),Dot is not centered,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.19.,Geometry-Midpoint (19),dot not in center of line,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.19.,Geometry-Midpoint (19),position of the point,gvi_engDescr_131,0
R_u9u5pZ5FaiGrzdn,,,diff.1.20.,Geometry-Equilateraltriangle (20),sides are not equal,oddOneOut_103,0
R_3oGjriM8RtbiaLX,,,diff.1.20.,Geometry-Equilateraltriangle (20),it's right angle triangle.,gvi_engDescr_106,0
R_2AMXEuLmrSSErpc,,,diff.1.20.,Geometry-Equilateraltriangle (20),Not an equilateral triangle,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.20.,Geometry-Equilateraltriangle (20),different orientation,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.20.,Geometry-Equilateraltriangle (20),Sides not all same length,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.20.,Geometry-Equilateraltriangle (20),not equilateral triangle,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.20.,Geometry-Equilateraltriangle (20),Taller height,gvi_engDescr_132,0
R_3MJxPPOUIgrHn17,,,diff.2.20.,Geometry-Equilateraltriangle (20),isosceles - next one's upside down triangle,,0
R_2fBaNefS4WQ4aSv,,,diff.2.20.,Geometry-Equilateraltriangle (20),shape is different,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.20.,Geometry-Equilateraltriangle (20),sides are not same length,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.20.,Geometry-Equilateraltriangle (20),not as thcik,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.20.,Geometry-Equilateraltriangle (20),Different kind of triangle,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.20.,Geometry-Equilateraltriangle (20),not equilateral triangle,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.20.,Geometry-Equilateraltriangle (20),Shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.20.,Geometry-Equilateraltriangle (20),other triangles have equal sides,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.20.,Geometry-Equilateraltriangle (20),Not a right triangle,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.20.,Geometry-Equilateraltriangle (20),not a triangle with three equal sides,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.20.,Geometry-Equilateraltriangle (20),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.20.,Geometry-Equilateraltriangle (20),only non-equilateral triangle,gvi_engDescr_133,0
R_qQGYZSFzXZMzfvb,,,diff.4.20.,Geometry-Equilateraltriangle (20),thinner triangle,oddOneOut_101_test8,0
R_2zOzGSlpICiYQ9A,,,diff.4.20.,Geometry-Equilateraltriangle (20),Skinnier triangle that has a longer body.,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.20.,Geometry-Equilateraltriangle (20),a sharp triangle,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.20.,Geometry-Equilateraltriangle (20),Skinnier  than the others,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.20.,Geometry-Equilateraltriangle (20),Not an equilateral triangle,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.20.,Geometry-Equilateraltriangle (20),not equilateral,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.20.,Geometry-Equilateraltriangle (20),shape,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.21.,Geometry-Proportion1-3 (21),Dot is closer to the end of line,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.21.,Geometry-Proportion1-3 (21),dot closer to edge of line,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.21.,Geometry-Proportion1-3 (21),Dot closer to line end in proportion to length,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.21.,Geometry-Proportion1-3 (21),Location of dot-further to left,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.21.,Geometry-Proportion1-3 (21),Dot farther left than others,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.21.,Geometry-Proportion1-3 (21),the ratio where the dot is on the line,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.21.,Geometry-Proportion1-3 (21),dot is placed further to the left,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.21.,Geometry-Proportion1-3 (21),dot is too far down,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.21.,Geometry-Proportion1-3 (21),Different dot placement,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.21.,Geometry-Proportion1-3 (21),dot farthest to left,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.21.,Geometry-Proportion1-3 (21),Position of dot,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.21.,Geometry-Proportion1-3 (21),dot closer to end of line,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.21.,Geometry-Proportion1-3 (21),Dot too far away from center of line,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.21.,Geometry-Proportion1-3 (21),the distance on both sides are different,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.21.,Geometry-Proportion1-3 (21),dot on the left,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.21.,Geometry-Proportion1-3 (21),longest line,gvi_engDescr_133,0
R_3KPgyAQrwQ97nP3,,,diff.4.21.,Geometry-Proportion1-3 (21),Higher orientation of object on screen,gvi_engDescr_108,0
R_2zOzGSlpICiYQ9A,,,diff.4.21.,Geometry-Proportion1-3 (21),The black dot is closer to the edge,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.21.,Geometry-Proportion1-3 (21),dot two far away from the center,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.21.,Geometry-Proportion1-3 (21),Line is much longer,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.21.,Geometry-Proportion1-3 (21),Dot is farthest toward the end of the line,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.21.,Geometry-Proportion1-3 (21),distance from edge is shorter,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.21.,Geometry-Proportion1-3 (21),position of the spot,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.22.,Geometry-Diagonals (22),This shape has sharper angles,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.22.,Geometry-Diagonals (22),not sure,gvi_engDescr_119,1
R_1jjIkCmmHGItkRM,,,diff.1.22.,Geometry-Diagonals (22),Shape not a perfect trapezoid,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.22.,Geometry-Diagonals (22),Shape,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.22.,Geometry-Diagonals (22),Dot placement,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.22.,Geometry-Diagonals (22),weird,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.22.,Geometry-Diagonals (22),dot is further from the shorter base of trapezoid,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.22.,Geometry-Diagonals (22),dot is more on left side,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.22.,Geometry-Diagonals (22),Not sure,gvi_engDescr_127,1
R_3hFwSdB8peLNVpe,,,diff.2.22.,Geometry-Diagonals (22),unsure,gvi_engDescr_130,1
R_2PBBUv1gTdHRAqC,,,diff.3.22.,Geometry-Diagonals (22),Position,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.22.,Geometry-Diagonals (22),no parallels,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.22.,Geometry-Diagonals (22),Looks weird,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.22.,Geometry-Diagonals (22),the point is not in the middle,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.22.,Geometry-Diagonals (22),left dot,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.22.,Geometry-Diagonals (22),"trapezoid, not rhombus",gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.22.,Geometry-Diagonals (22),The white dot isn't as centered,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.22.,Geometry-Diagonals (22),dot far away from the short line,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.22.,Geometry-Diagonals (22),Different shapoe,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.22.,Geometry-Diagonals (22),Dot is more to one side,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.22.,Geometry-Diagonals (22),dot close to larger base,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.22.,Geometry-Diagonals (22),position,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.23.,Geometry-Square (23),"Rectangle, not square",gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.23.,Geometry-Square (23),rectangle,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.23.,Geometry-Square (23),"Rectangular, not square",gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.23.,Geometry-Square (23),rectangle not square,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.23.,Geometry-Square (23),Not a square,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.23.,Geometry-Square (23),not a square,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.23.,Geometry-Square (23),"rectangle, not square",gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.23.,Geometry-Square (23),different shape,gvi_engDescr_124,0
