subq_label,subjCode,response,response_noStopWords,count_wordsNounAdjAdvNum,count_wordsNounAdjAdvNum_noStop
Geometry-Quadrilateral (12),gvi_engDescr_112,it is a triangle,triangle,"4, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_118,only three borders,three borders,"3, 1, 0, 1, 1","2, 1, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_124,does not have four sides,four sides,"5, 1, 0, 1, 1","2, 1, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_127,Only three sides,three sides,"3, 1, 0, 1, 1","2, 1, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_130,only triangle,triangle,"2, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Quadrilateral (12),oddOneOut_104,three,three,"1, 0, 0, 0, 1","1, 0, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_115,Number of angles,number angles,"3, 1, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_116,triangle not 4 sides,triangle 4 sides,"4, 2, 0, 1, 1","3, 2, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_121,only three sides,three sides,"3, 1, 0, 1, 1","2, 1, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_125,three sides triangle,three sides triangle,"3, 1, 0, 0, 1","3, 1, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_129,triangle,triangle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_133,"triangle, not four-sided",triangle foursided,"3, 1, 1, 1, 0","2, 1, 0, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_114,Triangle instead of a trapezoid or a square,triangle instead trapezoid square,"8, 2, 0, 1, 0","4, 2, 1, 1, 0"
Geometry-Quadrilateral (12),gvi_engDescr_117,a triangle instead of a square,triangle instead square,"6, 1, 1, 1, 0","3, 1, 1, 1, 0"
Geometry-Quadrilateral (12),gvi_engDescr_120,only triangle,triangle,"2, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_122,Triangle not a quadrilateral,triangle quadrilateral,"4, 0, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_126,"triangle, not quadrilateral",triangle quadrilateral,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_113,Not a right triangle,right triangle,"4, 1, 1, 1, 0","2, 1, 0, 1, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_119,widest angle,widest angle,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_123,More severe angle,severe angle,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_128,not right triangle,right triangle,"3, 1, 1, 1, 0","2, 1, 0, 1, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_132,No right angle,right angle,"3, 1, 1, 0, 0","2, 1, 0, 1, 0"
Geometry-Rightangle-1 (13),oddOneOut_101,different degrees of angle,different degrees angle,"4, 2, 1, 0, 0","3, 1, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_112,the angle is too large,angle large,"5, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_118,angle is obtuse,angle obtuse,"3, 1, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_124,different type of triangle,different type triangle,"4, 2, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_127,Different angle size,different angle size,"3, 2, 0, 0, 0","3, 2, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_130,not a right triangle,right triangle,"4, 1, 1, 1, 0","2, 1, 0, 1, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_115,Angle,angle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_116,2 really acute angles,2 really acute angles,"4, 1, 1, 1, 1","4, 1, 1, 1, 1"
Geometry-Rightangle-1 (13),gvi_engDescr_121,No right angel,right angel,"3, 1, 1, 0, 0","2, 1, 0, 1, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_125,an obtuse triangle,obtuse triangle,"3, 2, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_129,narrowest,narrowest,"1, 0, 1, 0, 0","1, 0, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_133,contains two acute angles unlike others,contains two acute angles unlike others,"6, 3, 1, 0, 1","6, 3, 1, 0, 1"
Geometry-Rightangle-1 (13),gvi_engDescr_114,Longer and skinnier triangle,longer skinnier triangle,"4, 1, 2, 0, 0","3, 1, 1, 1, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_117,without 90 angle,without 90 angle,"3, 1, 0, 0, 1","3, 1, 0, 0, 1"
Geometry-Rightangle-1 (13),gvi_engDescr_120,This shape seems flatter than the rest.,shape seems flatter rest,"7, 2, 1, 0, 0","4, 2, 1, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_122,Obtuse angle,obtuse angle,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_126,triangle is thin,triangle thin,"3, 1, 1, 0, 0","2, 2, 0, 0, 0"
Geometry-Rightangle-1 (13),gvi_engDescr_131,angle,angle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_110,the lines dont form four 90 degree angles,lines dont form four 90 degree angles,"8, 3, 0, 0, 2","7, 3, 0, 0, 2"
Geometry-Rightangle-2 (14),gvi_engDescr_113,Lines do not cross at right angles,lines cross right angles,"7, 2, 1, 1, 0","4, 4, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_119,uneven angles,uneven angles,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_123,Not perpendicular,perpendicular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_128,angle of lines,angle lines,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_132,No right angle created,right angle created,"4, 1, 1, 0, 0","3, 1, 0, 1, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_107,Different angle of lines,different angle lines,"4, 2, 0, 0, 0","3, 2, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_112,angle is different,angle different,"3, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_118,lines are not perpendicular,lines perpendicular,"4, 1, 1, 1, 0","2, 2, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_124,the spacing in between the crosses is smaller,spacing crosses smaller,"8, 2, 1, 0, 0","3, 1, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_127,Not perpendicular,perpendicular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_130,lines not perpendicular,lines perpendicular,"3, 1, 1, 1, 0","2, 2, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_115,angle,angle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_116,no 90 degree angles,90 degree angles,"4, 2, 0, 0, 1","3, 1, 1, 0, 1"
Geometry-Rightangle-2 (14),gvi_engDescr_121,Intersection does not from right angels,intersection right angels,"6, 2, 1, 1, 0","3, 3, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_125,not right angle,right angle,"3, 1, 1, 1, 0","2, 1, 0, 1, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_129,narrowest intersection,narrowest intersection,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_133,does not contain right angles,contain right angles,"5, 1, 1, 1, 0","3, 2, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_114,Looks to be laying flat on a plane. Look more like an x,looks laying flat plane look like x,"13, 2, 1, 1, 0","7, 3, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_117,without a 90 angle,without 90 angle,"4, 1, 0, 0, 1","3, 1, 0, 0, 1"
Geometry-Rightangle-2 (14),gvi_engDescr_120,Cross is flattened,cross flattened,"3, 0, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_122,Smaller angles formed,smaller angles formed,"3, 1, 0, 0, 0","3, 1, 1, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_126,not perpendicular,perpendicular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-2 (14),gvi_engDescr_131,angle,angle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_110,the line jutting out from the longer line does not form two 90 degree angles,line jutting longer line form two 90 degree angles,"15, 4, 1, 2, 2","9, 5, 1, 0, 2"
Geometry-Rightangle-3 (15),gvi_engDescr_113,Center line does not bisect longer line at a right angle,center line bisect longer line right angle,"11, 3, 2, 1, 0","7, 5, 1, 1, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_119,not perpendicular,perpendicular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_123,"Not perpendicular, ""y"" instead of ""t""",perpendicular instead,"6, 2, 1, 2, 0","2, 0, 1, 1, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_128,different angle of small line,different angle small line,"5, 2, 2, 0, 0","4, 1, 2, 1, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_132,No right angle created,right angle created,"4, 1, 1, 0, 0","3, 1, 0, 1, 0"
Geometry-Rightangle-3 (15),oddOneOut_102,tilted not perpendicular,tilted perpendicular,"3, 0, 1, 1, 0","2, 0, 1, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_112,not perpendicular,perpendicular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_118,lines not perpendicular,lines perpendicular,"3, 1, 1, 1, 0","2, 2, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_124,line sticking out is diagonal,line sticking diagonal,"5, 1, 1, 1, 0","3, 1, 1, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_127,Different angles formed,different angles formed,"3, 1, 1, 0, 0","3, 1, 1, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_130,not perpendicular,perpendicular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_115,Tilted,tilted,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_116,not 90 degree angle,90 degree angle,"4, 1, 1, 1, 1","3, 1, 1, 0, 1"
Geometry-Rightangle-3 (15),gvi_engDescr_121,two lines dont form a right angel,two lines dont form right angel,"7, 2, 2, 0, 1","6, 4, 1, 0, 1"
Geometry-Rightangle-3 (15),gvi_engDescr_125,not right angle,right angle,"3, 1, 1, 1, 0","2, 1, 0, 1, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_129,tilted,tilted,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_133,does not contain right angles,contain right angles,"5, 1, 1, 1, 0","3, 2, 1, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_114,Flat plane. Like a road intersection. Clean angles,flat plane like road intersection clean angles,"8, 4, 2, 0, 0","7, 4, 2, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_117,without 90 angle,without 90 angle,"3, 1, 0, 0, 1","3, 1, 0, 0, 1"
Geometry-Rightangle-3 (15),gvi_engDescr_120,Does not make T shape,make shape,"5, 1, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_122,the smaller line is not at a 90 degree angle,smaller line 90 degree angle,"10, 3, 1, 1, 1","5, 3, 1, 0, 1"
Geometry-Rightangle-3 (15),gvi_engDescr_126,not perpendicular,perpendicular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rightangle-3 (15),gvi_engDescr_131,angle,angle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_106,The dot is too far from the line,dot far line,"8, 2, 0, 2, 0","3, 2, 0, 1, 0"
Geometry-Distance (16),gvi_engDescr_113,Dot is far away from line,dot far away line,"6, 1, 0, 2, 0","4, 2, 0, 2, 0"
Geometry-Distance (16),gvi_engDescr_119,dot father away,dot father away,"3, 1, 0, 1, 0","3, 1, 0, 1, 0"
Geometry-Distance (16),gvi_engDescr_123,Dot further from line,dot line,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_128,Further location of dot,location dot,"4, 2, 1, 0, 0","2, 2, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_132,dot distance from line,dot distance line,"4, 2, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-Distance (16),oddOneOut_101,the distance between the ball and the line,distance ball line,"8, 3, 0, 0, 0","3, 2, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_112,the distance between the dot and the line,distance dot line,"8, 3, 0, 0, 0","3, 3, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_118,dot further away from line,dot away line,"5, 2, 0, 2, 0","3, 1, 0, 1, 0"
Geometry-Distance (16),gvi_engDescr_124,dot is to far away from line,dot far away line,"7, 2, 0, 2, 0","4, 2, 0, 2, 0"
Geometry-Distance (16),gvi_engDescr_127,Dot further from the line,dot line,"5, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_130,dot farthest from line,dot farthest line,"4, 2, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-Distance (16),gvi_engDescr_115,dot position,dot position,"2, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_116,dot further away from figure,dot away figure,"5, 2, 0, 2, 0","3, 1, 0, 1, 0"
Geometry-Distance (16),gvi_engDescr_121,Dot too far away from line,dot far away line,"6, 1, 0, 3, 0","4, 2, 0, 2, 0"
Geometry-Distance (16),gvi_engDescr_125,the distance between the dot and the line is bigger,distance dot line bigger,"10, 3, 1, 0, 0","4, 3, 1, 0, 0"
Geometry-Distance (16),gvi_engDescr_129,dot furthest away from the line,dot furthest away line,"6, 2, 1, 1, 0","4, 2, 1, 1, 0"
Geometry-Distance (16),gvi_engDescr_133,dot is farther from line,dot farther line,"5, 2, 0, 1, 0","3, 2, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_114,Black dot is much farther away from the line,black dot much farther away line,"9, 2, 1, 2, 0","6, 2, 3, 1, 0"
Geometry-Distance (16),gvi_engDescr_117,dot too far away from the line,dot far away line,"7, 1, 0, 3, 0","4, 2, 0, 2, 0"
Geometry-Distance (16),gvi_engDescr_120,Dot further from line,dot line,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Distance (16),gvi_engDescr_122,Dot is far from line,dot far line,"5, 1, 0, 1, 0","3, 2, 0, 1, 0"
Geometry-Distance (16),gvi_engDescr_126,"dot is far from line, others not",dot far line others,"7, 3, 0, 2, 0","4, 3, 0, 1, 0"
Geometry-Distance (16),gvi_engDescr_131,distance,distance,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_113,White dot not in center of circle,white dot center circle,"7, 3, 0, 1, 0","4, 3, 1, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_119,dot not in center,dot center,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_123,Dot not in center of circle,dot center circle,"6, 2, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_128,White dot not centered,white dot centered,"4, 1, 0, 1, 0","3, 1, 1, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_132,Dot not in center,dot center,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_107,Placement of white dot,placement white dot,"4, 2, 1, 0, 0","3, 1, 2, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_112,dot is not in the center,dot center,"6, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_118,dot not in center of circle,dot center circle,"6, 3, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_124,larger in size,larger size,"3, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_127,Dot not centered,dot centered,"3, 0, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_130,white dot not centered,white dot centered,"4, 1, 1, 1, 0","3, 1, 1, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_115,dot position,dot position,"2, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_116,dot not centered,dot centered,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_121,Dot not on the center,dot center,"5, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_125,the white dot not in the center of the circle,white dot center circle,"10, 3, 1, 1, 0","4, 3, 1, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_129,dot not in the center,dot center,"5, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_133,dot not in center of circle,dot center circle,"6, 3, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_109,dot not in the center of the circle,dot center circle,"8, 3, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_114,Black circle is much bigger and white dot is off centered,black circle much bigger white dot centered,"11, 2, 4, 1, 0","7, 2, 4, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_117,the dot is not in the center,dot center,"7, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_120,Dot is not centered,dot centered,"4, 0, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_122,The white dot is not in the center,white dot center,"8, 2, 1, 1, 0","3, 2, 1, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_126,"dot not in center, others are",dot center others,"6, 3, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Circle-2- (18),gvi_engDescr_131,position of spot,position spot,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_113,Dot does not bisect line,dot bisect line,"5, 1, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_119,dot not in middle of line,dot middle line,"6, 3, 0, 1, 0","3, 2, 0, 0, 1"
Geometry-Midpoint (19),gvi_engDescr_123,Circle not in center of line,circle center line,"6, 2, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_128,Dot not centered,dot centered,"3, 0, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_132,Dot not in middle,dot middle,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Midpoint (19),,line - next one's slightly to the right middle,line next ones slightly right middle,"9, 4, 1, 1, 0","6, 3, 1, 2, 0"
Geometry-Midpoint (19),gvi_engDescr_112,dot is not in the center,dot center,"6, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_118,dot does not mark center of line,dot mark center line,"7, 3, 0, 1, 0","4, 3, 1, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_124,dot is too far down,dot far,"5, 1, 0, 3, 0","2, 1, 0, 1, 0"
Geometry-Midpoint (19),gvi_engDescr_127,Dot not centered,dot centered,"3, 0, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_130,dot not in center,dot center,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_115,Position of dot,position dot,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_116,dot not centered,dot centered,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_121,dot not on the middle of the line,dot middle line,"8, 3, 0, 1, 0","3, 2, 0, 0, 1"
Geometry-Midpoint (19),gvi_engDescr_125,the dot is not the middle point,dot middle point,"7, 2, 1, 1, 0","3, 2, 1, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_129,dot on the left side,dot left side,"5, 2, 1, 0, 0","3, 2, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_133,circle not in center of line,circle center line,"6, 3, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_108,circle not in middle of line,circle middle line,"6, 3, 0, 1, 0","3, 2, 0, 0, 1"
Geometry-Midpoint (19),gvi_engDescr_114,Black dot is more towards one end,black dot towards one end,"7, 3, 0, 1, 1","5, 2, 1, 0, 1"
Geometry-Midpoint (19),gvi_engDescr_117,dot away from the line center,dot away line center,"6, 2, 0, 1, 0","4, 2, 0, 1, 0"
Geometry-Midpoint (19),gvi_engDescr_120,Dot is not in center,dot center,"5, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_122,Dot is not centered,dot centered,"4, 0, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_126,dot not in center of line,dot center line,"6, 3, 0, 1, 0","3, 3, 0, 0, 0"
Geometry-Midpoint (19),gvi_engDescr_131,position of the point,position point,"4, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Equilateraltriangle (20),oddOneOut_103,sides are not equal,sides equal,"4, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_106,it is right angle triangle.,right angle triangle,"5, 2, 1, 0, 0","3, 2, 0, 1, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_113,Not an equilateral triangle,equilateral triangle,"4, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_119,different orientation,different orientation,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_123,Sides not all same length,sides length,"5, 2, 1, 1, 0","2, 1, 0, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_128,not equilateral triangle,equilateral triangle,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_132,Taller height,taller height,"2, 1, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Equilateraltriangle (20),,isosceles - next one's upside down triangle,isosceles next ones upside triangle,"7, 3, 2, 1, 0","5, 2, 0, 1, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_112,shape is different,shape different,"3, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_118,sides are not same length,sides length,"5, 2, 1, 1, 0","2, 1, 0, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_124,not as thick,thick,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_127,Different kind of triangle,different kind triangle,"4, 2, 0, 0, 0","3, 2, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_130,not equilateral triangle,equilateral triangle,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_115,Shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_116,other triangles have equal sides,triangles equal sides,"5, 2, 2, 0, 0","3, 2, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_121,Not a right triangle,right triangle,"4, 1, 1, 1, 0","2, 1, 0, 1, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_125,not a triangle with three equal sides,triangle three equal sides,"7, 2, 1, 1, 1","4, 2, 1, 0, 1"
Geometry-Equilateraltriangle (20),gvi_engDescr_129,not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_133,only non-equilateral triangle,nonequilateral triangle,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),oddOneOut_101_test8,thinner triangle,thinner triangle,"2, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_114,Skinnier triangle that has a longer body.,skinnier triangle longer body,"7, 2, 0, 1, 0","4, 2, 1, 1, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_117,a sharp triangle,sharp triangle,"3, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_120,Skinnier  than the others,skinnier others,"4, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_122,Not an equilateral triangle,equilateral triangle,"4, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_126,not equilateral,equilateral,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-Equilateraltriangle (20),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_113,Dot is closer to the end of line,dot closer end line,"8, 2, 0, 1, 0","4, 3, 0, 1, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_119,dot closer to edge of line,dot closer edge line,"6, 1, 0, 2, 0","4, 3, 0, 1, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_123,Dot closer to line end in proportion to length,dot closer line end proportion length,"9, 4, 0, 0, 0","6, 4, 1, 1, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_128,Location of dot-further to left,location dotfurther left,"5, 2, 0, 0, 0","3, 2, 0, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_132,Dot farther left than others,dot farther left others,"5, 2, 0, 0, 0","4, 3, 0, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_112,the ratio where the dot is on the line,ratio dot line,"9, 3, 0, 0, 0","3, 3, 0, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_118,dot is placed further to the left,dot placed left,"7, 2, 0, 1, 0","3, 1, 0, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_124,dot is too far down,dot far,"5, 1, 0, 3, 0","2, 1, 0, 1, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_127,Different dot placement,different dot placement,"3, 2, 0, 0, 0","3, 2, 1, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_130,dot farthest to left,dot farthest left,"4, 1, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_115,Position of dot,position dot,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
